"","X","nÃºm_corre","aÃ.o_ocu","mes_ocu","dÃ.a_ocu","dÃ.a_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","Ã.rea_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymÃ.s","g_edad_60ymÃ.s","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","deptoName"
"162",1278,1279,2015,"Abril",24,"Viernes",17,3,2,22,2201,2,99,"Hombre",18,1,2,2,4,1,4,21,"Rojo",9999,6,1,"Jutiapa"
"163",1279,1280,2015,"Abril",24,"Viernes",14,3,2,22,2201,2,99,"Hombre",28,1,4,4,6,9,4,24,"Blanco",9999,6,2,"Jutiapa"
"164",1283,1284,2015,"Abril",24,"Viernes",14,3,2,17,1703,2,99,"Hombre",17,2,2,2,4,1,4,2,"Negro",9999,6,1,"Petén"
"165",1296,1297,2015,"Abril",25,"Sabado",21,4,3,19,1901,2,99,"Hombre",30,1,5,5,7,9,4,42,"Rojo",9999,6,3,"Zacapa"
"166",1298,1299,2015,"Abril",25,"Sabado",23,4,3,5,503,2,99,"Hombre",31,1,5,5,7,9,4,10,"Negro",9999,6,2,"Escuintla"
"167",1313,1314,2015,"Abril",28,"Martes",11,2,1,15,1501,1,18,"Mujer",29,1,4,4,6,1,4,42,"Rojo",2007,4,1,"Baja Verapaz"
"168",1330,1331,2015,"Abril",30,"Jueves",18,4,3,1,115,1,99,"Hombre",23,1,3,3,5,1,4,42,"Azul",9999,6,1,"Guatemala"
"169",1335,1336,2015,"Abril",30,"Jueves",9,2,1,5,501,1,1,"Hombre",18,1,2,2,4,1,4,41,"Rojo",9999,6,1,"Escuintla"
"170",1340,1341,2015,"Mayo",1,"Viernes",16,3,2,5,501,1,1,"Hombre",17,2,2,2,4,9,4,42,"Gris",9999,6,1,"Escuintla"
"171",1344,1345,2015,"Mayo",1,"Viernes",11,2,1,6,602,2,99,"Hombre",30,1,5,5,7,9,4,21,"Rojo",2007,4,3,"Santa Rosa"
"172",1350,1351,2015,"Mayo",2,"Sabado",13,3,2,1,101,1,13,"Hombre",27,1,4,4,6,9,4,24,"Negro",9999,6,1,"Guatemala"
"173",1356,1357,2015,"Mayo",2,"Sabado",11,2,1,6,602,2,99,"Hombre",34,1,5,5,7,9,4,21,"Negro",9999,6,1,"Santa Rosa"
"174",1359,1360,2015,"Mayo",2,"Sabado",15,3,2,11,1101,2,99,"Hombre",25,1,4,4,6,9,4,2,"Negro",9999,6,1,"Retalhuleu"
"175",1370,1371,2015,"Mayo",3,"Domingo",7,2,1,12,1201,2,99,"Hombre",16,2,2,2,4,9,4,2,"Azul",9999,6,1,"San Marcos"
"176",1378,1379,2015,"Mayo",5,"Martes",22,4,3,1,101,1,12,"Hombre",27,1,4,4,6,1,4,24,"Anaranjado",9999,6,3,"Guatemala"
"177",1380,1381,2015,"Mayo",5,"Martes",13,3,2,21,2103,2,99,"Hombre",18,1,2,2,4,1,4,41,"Azul",2013,5,1,"Jalapa"
"178",1388,1389,2015,"Mayo",6,"Miercoles",13,3,2,9,922,2,99,"Hombre",24,1,3,3,5,9,4,2,"Rojo",2014,5,1,"Quetzaltenango"
"179",1403,1404,2015,"Mayo",8,"Viernes",18,4,3,1,101,2,13,"Hombre",19,1,2,2,4,1,4,14,"Rojo",9999,6,1,"Guatemala"
"180",1408,1409,2015,"Mayo",9,"Sabado",2,1,1,1,101,1,1,"Hombre",25,1,4,4,6,2,4,24,"Rojo",2009,4,3,"Guatemala"
"181",1410,1411,2015,"Mayo",9,"Sabado",16,3,2,1,101,1,1,"Hombre",26,1,4,4,6,1,4,99,"Negro",9999,6,1,"Guatemala"
"182",1413,1414,2015,"Mayo",9,"Sabado",16,3,2,1,114,2,99,"Hombre",23,1,3,3,5,1,4,99,"Negro",9999,6,3,"Guatemala"
"183",1415,1416,2015,"Mayo",9,"Sabado",23,4,3,1,110,2,99,"Hombre",26,1,4,4,6,1,4,10,"Azul",9999,6,1,"Guatemala"
"184",1417,1418,2015,"Mayo",9,"Sabado",22,4,3,5,501,2,99,"Hombre",23,1,3,3,5,1,4,41,"Rojo",9999,6,1,"Escuintla"
"185",1419,1420,2015,"Mayo",9,"Sabado",7,2,1,16,1601,2,99,"Hombre",21,1,3,3,5,1,4,42,"Negro",9999,6,3,"Alta Verapaz"
"186",1424,1425,2015,"Mayo",10,"Domingo",22,4,3,22,2201,2,99,"Hombre",27,1,4,4,6,1,4,40,"Azul",9999,6,1,"Jutiapa"
"187",1426,1427,2015,"Mayo",10,"Domingo",14,3,2,11,1101,2,99,"Hombre",25,1,4,4,6,1,4,42,"Amarillo",9999,6,1,"Retalhuleu"
"188",1431,1432,2015,"Mayo",11,"Lunes",16,3,2,22,2201,2,99,"Hombre",15,2,2,2,4,1,4,24,"Rojo",2011,5,1,"Jutiapa"
"189",1436,1437,2015,"Mayo",11,"Lunes",8,2,1,1,101,1,12,"Hombre",21,1,3,3,5,1,4,61,"Negro",9999,6,1,"Guatemala"
"190",1438,1439,2015,"Mayo",12,"Martes",17,3,2,5,501,1,3,"Hombre",20,1,3,3,5,1,4,24,"Gris",2013,5,1,"Escuintla"
"191",1458,1459,2015,"Mayo",13,"Miercoles",21,4,3,17,1707,2,99,"Hombre",32,1,5,5,7,1,4,21,"Blanco",9999,6,1,"Petén"
"192",1459,1460,2015,"Mayo",13,"Miercoles",0,1,1,14,1401,1,99,"Hombre",25,1,4,4,6,9,4,24,"Negro",2012,5,2,"Quiché"
"193",1461,1462,2015,"Mayo",14,"Jueves",8,2,1,1,101,1,18,"Hombre",21,1,3,3,5,9,4,24,"Negro",9999,6,1,"Guatemala"
"194",1467,1468,2015,"Mayo",14,"Jueves",5,1,1,3,304,2,99,"Hombre",60,1,11,11,13,9,4,24,"Negro",2015,5,2,"Sacatepéquez"
"195",1468,1469,2015,"Mayo",15,"Viernes",15,3,2,1,101,1,9,"Hombre",36,1,6,6,8,9,4,2,"Negro",2005,4,1,"Guatemala"
"196",1483,1484,2015,"Mayo",16,"Sabado",10,2,1,10,1001,1,1,"Hombre",37,1,6,6,8,9,4,2,"Rojo",9999,6,1,"Suchitepéquez"
"197",1490,1491,2015,"Mayo",17,"Domingo",20,4,3,21,2103,1,99,"Hombre",25,1,4,4,6,9,4,99,"Negro",9999,6,2,"Jalapa"
"198",1506,1507,2015,"Mayo",20,"Miercoles",13,3,2,10,1019,2,99,"Hombre",40,1,7,7,9,1,4,99,"Negro",9999,6,1,"Suchitepéquez"
"199",1522,1523,2015,"Mayo",22,"Viernes",9,2,1,6,601,2,99,"Hombre",30,1,5,5,7,1,4,21,"Negro",2015,5,1,"Santa Rosa"
"200",1534,1535,2015,"Mayo",23,"Sabado",2,1,1,5,509,2,99,"Hombre",29,1,4,4,6,9,4,42,"Azul",2014,5,1,"Escuintla"
"201",1543,1544,2015,"Mayo",24,"Domingo",22,4,3,1,101,1,4,"Hombre",53,1,9,9,11,9,4,2,"Rojo",9999,6,1,"Guatemala"
"202",1549,1550,2015,"Mayo",24,"Domingo",19,4,3,1,110,2,99,"Hombre",32,1,5,5,7,1,4,99,"Azul",2003,4,1,"Guatemala"
"203",1563,1564,2015,"Mayo",24,"Domingo",21,4,3,18,1802,2,99,"Mujer",16,2,2,2,4,1,4,42,"Negro",9999,6,1,"Izabal"
"204",1570,1571,2015,"Mayo",25,"Lunes",0,1,1,10,1016,2,99,"Hombre",17,2,2,2,4,9,4,99,"Negro",9999,6,1,"Suchitepéquez"
"205",1571,1572,2015,"Mayo",25,"Lunes",0,1,1,18,1801,2,99,"Hombre",30,1,5,5,7,9,4,14,"Negro",9999,6,1,"Izabal"
"206",1583,1584,2015,"Mayo",26,"Martes",9,2,1,15,1503,2,99,"Mujer",28,1,4,4,6,9,4,42,"Negro",2014,5,1,"Baja Verapaz"
"207",1586,1587,2015,"Mayo",26,"Martes",17,3,2,17,1714,2,99,"Hombre",23,1,3,3,5,9,4,2,"Corinto",9999,6,1,"Petén"
"208",1591,1592,2015,"Mayo",27,"Miercoles",20,4,3,1,101,1,13,"Hombre",18,1,2,2,4,9,4,49,"Rojo",2011,5,1,"Guatemala"
"209",1592,1593,2015,"Mayo",27,"Miercoles",14,3,2,21,2101,1,99,"Mujer",33,1,5,5,7,9,4,42,"Rojo",9999,6,4,"Jalapa"
"210",1593,1594,2015,"Mayo",27,"Miercoles",12,3,2,19,1905,2,99,"Hombre",62,1,11,11,13,9,4,42,"Gris",9999,6,1,"Zacapa"
"211",1596,1597,2015,"Mayo",27,"Miercoles",21,4,3,10,1008,2,99,"Hombre",30,1,5,5,7,1,4,2,"Rojo",9999,6,1,"Suchitepéquez"
"212",1615,1616,2015,"Mayo",30,"Sabado",20,4,3,19,1904,2,99,"Hombre",33,1,5,5,7,1,4,59,"Rojo",2013,5,1,"Zacapa"
"213",1628,1629,2015,"Mayo",31,"Domingo",19,4,3,5,501,2,99,"Hombre",27,1,4,4,6,9,4,21,"Negro",9999,6,1,"Escuintla"
"214",1630,1631,2015,"Mayo",31,"Domingo",16,3,2,5,509,2,99,"Hombre",31,1,5,5,7,9,4,99,"Negro",9999,6,1,"Escuintla"
"215",1654,1655,2015,"Junio",1,"Lunes",16,3,2,2,203,1,99,"Hombre",30,1,5,5,7,1,4,55,"Rojo",2008,4,1,"El Progreso"
"216",1657,1658,2015,"Junio",2,"Martes",1,1,1,1,114,1,99,"Hombre",20,1,3,3,5,9,4,24,"Azul",9999,6,2,"Guatemala"
"217",1665,1666,2015,"Junio",2,"Martes",10,2,1,18,1801,1,99,"Hombre",30,1,5,5,7,9,4,49,"Negro",2012,5,1,"Izabal"
"218",1676,1677,2015,"Junio",3,"Miercoles",9,2,1,1,116,2,99,"Hombre",51,1,9,9,11,9,4,2,"Rojo",2008,4,1,"Guatemala"
"219",1683,1684,2015,"Junio",3,"Miercoles",9,2,1,18,1801,2,99,"Mujer",21,1,3,3,5,1,4,99,"Rojo",9999,6,1,"Izabal"
"220",1695,1696,2015,"Junio",4,"Jueves",22,4,3,16,1614,2,99,"Hombre",60,1,11,11,13,9,4,2,"Gris",9999,6,3,"Alta Verapaz"
"221",1712,1713,2015,"Junio",7,"Domingo",8,2,1,1,101,1,1,"Hombre",28,1,4,4,6,2,4,2,"Negro",9999,6,3,"Guatemala"
"222",1717,1718,2015,"Junio",7,"Domingo",1,1,1,20,2001,1,1,"Hombre",22,1,3,3,5,2,4,42,"Negro",9999,6,1,"Chiquimula"
"223",1722,1723,2015,"Junio",7,"Domingo",19,4,3,9,901,2,99,"Hombre",36,1,6,6,8,9,4,36,"Negro",9999,6,1,"Quetzaltenango"
"224",1732,1733,2015,"Junio",8,"Lunes",13,3,2,1,115,1,4,"Hombre",26,1,4,4,6,1,4,40,"Amarillo",9999,6,1,"Guatemala"
"225",1746,1747,2015,"Junio",10,"Miercoles",6,2,1,1,108,1,11,"Hombre",27,1,4,4,6,1,4,99,"Rojo",9999,6,1,"Guatemala"
"226",1748,1749,2015,"Junio",11,"Jueves",21,4,3,1,113,2,99,"Hombre",26,1,4,4,6,9,4,2,"Azul",9999,6,1,"Guatemala"
"227",1758,1759,2015,"Junio",12,"Viernes",11,2,1,1,101,1,21,"Mujer",26,1,4,4,6,1,4,40,"Negro",9999,6,1,"Guatemala"
"228",1766,1767,2015,"Junio",13,"Sabado",6,2,1,1,101,1,11,"Hombre",24,1,3,3,5,9,4,2,"Blanco",9999,6,1,"Guatemala"
"229",1768,1769,2015,"Junio",13,"Sabado",17,3,2,15,1501,1,2,"Hombre",28,1,4,4,6,1,4,40,"Negro",9999,6,1,"Baja Verapaz"
"230",1771,1772,2015,"Junio",13,"Sabado",17,3,2,20,2005,2,99,"Hombre",51,1,9,9,11,1,4,42,"Negro",9999,6,1,"Chiquimula"
"231",1773,1774,2015,"Junio",13,"Sabado",6,2,1,5,506,1,99,"Hombre",27,1,4,4,6,1,4,42,"Negro",9999,6,1,"Escuintla"
"232",1774,1775,2015,"Junio",14,"Domingo",5,1,1,1,101,1,17,"Hombre",26,1,4,4,6,9,4,24,"Gris",9999,6,1,"Guatemala"
"233",1776,1777,2015,"Junio",14,"Domingo",13,3,2,1,101,1,7,"Hombre",28,1,4,4,6,9,4,24,"Negro",9999,6,2,"Guatemala"
"234",1794,1795,2015,"Junio",15,"Lunes",18,4,3,1,107,2,99,"Mujer",25,1,4,4,6,1,4,2,"Rojo",9999,6,1,"Guatemala"
"235",1800,1801,2015,"Junio",15,"Lunes",12,3,2,18,1801,2,99,"Mujer",20,1,3,3,5,1,4,21,"Negro",2010,5,1,"Izabal"
"236",1801,1802,2015,"Junio",16,"Martes",16,3,2,1,101,1,8,"Hombre",41,1,7,7,9,9,4,42,"Negro",9999,6,1,"Guatemala"
"237",1820,1821,2015,"Junio",17,"Miercoles",7,2,1,16,1617,2,99,"Hombre",24,1,3,3,5,1,4,99,"Rojo",9999,6,1,"Alta Verapaz"
"238",1837,1838,2015,"Junio",19,"Viernes",18,4,3,1,101,1,1,"Hombre",19,1,2,2,4,9,4,99,"Negro",9999,6,1,"Guatemala"
"239",1838,1839,2015,"Junio",19,"Viernes",19,4,3,1,101,1,9,"Hombre",24,1,3,3,5,9,4,42,"Amarillo",2003,4,1,"Guatemala"
"240",1846,1847,2015,"Junio",20,"Sabado",19,4,3,1,101,1,6,"Hombre",34,1,5,5,7,9,4,42,"Gris",9999,6,1,"Guatemala"
"241",1851,1852,2015,"Junio",20,"Sabado",16,3,2,1,101,1,11,"Hombre",45,1,8,8,10,9,4,2,"Azul",2014,5,1,"Guatemala"
"242",1859,1860,2015,"Junio",20,"Sabado",18,4,3,14,1412,2,99,"Hombre",40,1,7,7,9,2,4,42,"Negro",9999,6,1,"Quiché"
"243",1861,1862,2015,"Junio",21,"Domingo",13,3,2,1,101,1,5,"Hombre",15,2,2,2,4,2,4,42,"Negro",2009,4,1,"Guatemala"
"244",1869,1870,2015,"Junio",21,"Domingo",16,3,2,5,507,2,99,"Mujer",32,1,5,5,7,9,4,2,"Gris",9999,6,1,"Escuintla"
"245",1880,1881,2015,"Junio",23,"Martes",17,3,2,18,1803,2,99,"Hombre",39,1,6,6,8,9,4,24,"Rojo",2011,5,1,"Izabal"
"246",1885,1886,2015,"Junio",24,"Miercoles",15,3,2,22,2211,2,99,"Hombre",18,1,2,2,4,9,4,42,"Negro",2015,5,3,"Jutiapa"
"247",1910,1911,2015,"Junio",26,"Viernes",17,3,2,14,1405,2,99,"Hombre",43,1,7,7,9,9,4,42,"Rojo",9999,6,1,"Quiché"
"248",1937,1938,2015,"Junio",28,"Domingo",18,4,3,17,1706,2,99,"Hombre",16,2,2,2,4,1,4,42,"Negro",2013,5,3,"Petén"
"249",1950,1951,2015,"Junio",29,"Lunes",2,1,1,6,611,2,99,"Hombre",21,1,3,3,5,9,4,21,"Negro",2008,4,2,"Santa Rosa"
"250",1962,1963,2015,"Junio",30,"Martes",12,3,2,1,108,1,4,"Hombre",35,1,6,6,8,1,4,99,"Gris",9999,6,1,"Guatemala"
"251",1967,1968,2015,"Junio",30,"Martes",23,4,3,16,1609,2,99,"Hombre",28,1,4,4,6,1,4,40,"Rojo",9999,6,3,"Alta Verapaz"
"252",1968,1969,2015,"Junio",30,"Martes",23,4,3,17,1703,2,99,"Mujer",40,1,7,7,9,1,4,41,"Gris",9999,6,1,"Petén"
"253",1976,1977,2015,"Julio",1,"Miercoles",5,1,1,10,1001,2,99,"Hombre",24,1,3,3,5,9,4,49,"Rojo",9999,6,3,"Suchitepéquez"
"254",1979,1980,2015,"Julio",1,"Miercoles",13,3,2,12,1217,2,99,"Hombre",43,1,7,7,9,9,4,99,"Rojo",9999,6,1,"San Marcos"
"255",1998,1999,2015,"Julio",4,"Sabado",2,1,1,1,101,1,9,"Hombre",28,1,4,4,6,9,4,99,"Amarillo",9999,6,2,"Guatemala"
"256",2007,2008,2015,"Julio",4,"Sabado",16,3,2,10,1001,2,99,"Hombre",38,1,6,6,8,9,4,42,"Rojo",1991,3,1,"Suchitepéquez"
"257",2013,2014,2015,"Julio",4,"Sabado",0,1,1,9,901,1,1,"Hombre",24,1,3,3,5,2,4,42,"Negro",9999,6,1,"Quetzaltenango"
"258",2015,2016,2015,"Julio",4,"Sabado",21,4,3,1,105,2,99,"Hombre",25,1,4,4,6,9,4,61,"Rojo",9999,6,1,"Guatemala"
"259",2023,2024,2015,"Julio",4,"Sabado",18,4,3,1,101,1,17,"Hombre",43,1,7,7,9,9,4,2,"Negro",9999,6,3,"Guatemala"
"260",2026,2027,2015,"Julio",5,"Domingo",18,4,3,1,101,1,18,"Hombre",23,1,3,3,5,9,4,2,"Azul",2012,5,1,"Guatemala"
"261",2032,2033,2015,"Julio",5,"Domingo",21,4,3,5,501,2,99,"Hombre",32,1,5,5,7,9,4,2,"Negro",9999,6,1,"Escuintla"
"262",2053,2054,2015,"Julio",6,"Domingo",21,4,3,18,1801,2,99,"Hombre",28,1,4,4,6,9,4,14,"Negro",9999,6,1,"Izabal"
"263",2058,2059,2015,"Julio",7,"Lunes",9,2,1,21,2101,2,99,"Hombre",24,1,3,3,5,1,4,21,"Rojo",2012,5,1,"Jalapa"
"264",2064,2065,2015,"Julio",8,"Miercoles",7,2,1,1,101,1,1,"Hombre",54,1,9,9,11,1,4,42,"Rojo",9999,6,1,"Guatemala"
"265",2066,2067,2015,"Julio",8,"Miercoles",15,3,2,22,2201,2,99,"Hombre",18,1,2,2,4,9,4,42,"Rojo",9999,6,3,"Jutiapa"
"266",2085,2086,2015,"Julio",10,"Viernes",23,4,3,5,507,2,99,"Hombre",32,1,5,5,7,9,4,42,"Rojo",9999,6,2,"Escuintla"
"267",2098,2099,2015,"Julio",11,"Sabado",17,3,2,1,101,1,11,"Hombre",24,1,3,3,5,1,4,10,"Rojo",9999,6,1,"Guatemala"
"268",2107,2108,2015,"Julio",12,"Domingo",8,2,1,5,501,2,99,"Hombre",38,1,6,6,8,1,4,42,"Azul",2010,5,1,"Escuintla"
"269",2109,2110,2015,"Julio",12,"Domingo",19,4,3,10,1007,2,99,"Hombre",24,1,3,3,5,1,4,21,"Negro",2013,5,1,"Suchitepéquez"
"270",2122,2123,2015,"Julio",14,"Martes",17,3,2,1,101,1,7,"Hombre",31,1,5,5,7,9,4,99,"Azul",9999,6,1,"Guatemala"
"271",2123,2124,2015,"Julio",14,"Martes",18,4,3,1,108,1,11,"Hombre",56,1,10,10,12,1,4,99,"Azul",2006,4,1,"Guatemala"
"272",2132,2133,2015,"Julio",15,"Miercoles",11,2,1,20,2005,2,99,"Hombre",27,1,4,4,6,9,4,40,"Rojo",9999,6,1,"Chiquimula"
"273",2151,2152,2015,"Julio",17,"Viernes",22,4,3,1,101,1,1,"Mujer",23,1,3,3,5,1,4,99,"Rojo",2008,4,1,"Guatemala"
"274",2153,2154,2015,"Julio",17,"Viernes",11,2,1,1,101,1,18,"Hombre",35,1,6,6,8,1,4,99,"Gris",9999,6,1,"Guatemala"
"275",2156,2157,2015,"Julio",17,"Viernes",20,4,3,1,108,1,2,"Hombre",28,1,4,4,6,9,4,24,"Negro",9999,6,1,"Guatemala"
"276",2163,2164,2015,"Julio",18,"Sabado",3,1,1,1,101,1,9,"Hombre",36,1,6,6,8,9,4,99,"Azul",9999,6,2,"Guatemala"
"277",2179,2180,2015,"Julio",19,"Domingo",0,1,1,22,2205,2,99,"Hombre",27,1,4,4,6,9,4,99,"Negro",9999,6,3,"Jutiapa"
"278",2183,2184,2015,"Julio",19,"Domingo",8,2,1,19,1901,2,99,"Hombre",36,1,6,6,8,1,4,42,"Negro",2013,5,1,"Zacapa"
"279",2194,2195,2015,"Julio",19,"Domingo",1,1,1,16,1601,1,2,"Hombre",20,1,3,3,5,9,4,21,"Negro",2013,5,1,"Alta Verapaz"
"280",2206,2207,2015,"Julio",20,"Lunes",18,4,3,14,1405,2,99,"Hombre",32,1,5,5,7,2,4,40,"Negro",2007,4,1,"Quiché"
"281",2216,2217,2015,"Julio",22,"Miercoles",21,4,3,1,101,1,1,"Hombre",52,1,9,9,11,9,4,99,"Negro",9999,6,1,"Guatemala"
"282",2217,2218,2015,"Julio",22,"Miercoles",8,2,1,1,101,1,7,"Hombre",20,1,3,3,5,1,4,2,"Azul",9999,6,1,"Guatemala"
"283",2218,2219,2015,"Julio",22,"Miercoles",17,3,2,22,2205,2,99,"Hombre",31,1,5,5,7,1,4,42,"Blanco",9999,6,1,"Jutiapa"
"284",2243,2244,2015,"Julio",24,"Viernes",23,4,3,1,115,1,12,"Hombre",30,1,5,5,7,9,4,21,"Negro",9999,6,1,"Guatemala"
"285",2257,2258,2015,"Julio",25,"Sabado",19,4,3,1,101,1,18,"Hombre",33,1,5,5,7,2,4,99,"Negro",9999,6,2,"Guatemala"
"286",2262,2263,2015,"Julio",25,"Sabado",19,4,3,1,110,2,99,"Hombre",20,1,3,3,5,9,4,2,"Negro",2015,5,1,"Guatemala"
"287",2284,2285,2015,"Julio",26,"Domingo",0,1,1,13,1301,1,11,"Hombre",19,1,2,2,4,2,4,40,"Anaranjado",9999,6,2,"Huehuetenango"
"288",2297,2298,2015,"Julio",27,"Lunes",21,4,3,1,108,2,7,"Hombre",37,1,6,6,8,9,4,20,"Negro",9999,6,4,"Guatemala"
"289",2301,2302,2015,"Julio",27,"Lunes",18,4,3,17,1712,1,99,"Hombre",26,1,4,4,6,9,4,99,"Negro",2013,5,1,"Petén"
"290",2306,2307,2015,"Julio",28,"Martes",7,2,1,1,108,2,99,"Hombre",24,1,3,3,5,9,4,49,"Negro",2006,4,4,"Guatemala"
"291",2314,2315,2015,"Julio",29,"Miercoles",13,3,2,12,1201,2,99,"Hombre",18,2,2,2,4,9,4,42,"Rojo",2009,4,1,"San Marcos"
"292",2316,2317,2015,"Julio",29,"Miercoles",18,4,3,2,206,2,99,"Hombre",22,1,3,3,5,1,4,14,"Blanco",2007,4,1,"El Progreso"
"293",2326,2327,2015,"Julio",31,"Viernes",11,2,1,1,101,1,1,"Hombre",24,1,3,3,5,9,4,99,"Rojo",9999,6,1,"Guatemala"
"294",2327,2328,2015,"Julio",31,"Viernes",1,1,1,1,101,1,1,"Hombre",25,1,4,4,6,9,4,2,"Negro",9999,6,1,"Guatemala"
"295",2341,2342,2015,"Agosto",1,"Sabado",3,1,1,1,101,1,1,"Hombre",25,1,4,4,6,1,4,2,"Negro",2012,5,1,"Guatemala"
"296",2351,2352,2015,"Agosto",1,"Sabado",19,4,3,1,108,1,1,"Hombre",25,1,4,4,6,9,4,21,"Rojo",2012,5,1,"Guatemala"
"297",2360,2361,2015,"Agosto",1,"Sabado",22,4,3,6,603,2,99,"Hombre",23,1,3,3,5,2,4,2,"Rojo",9999,6,2,"Santa Rosa"
"298",2364,2365,2015,"Agosto",1,"Sabado",16,3,2,17,1703,2,99,"Hombre",19,1,2,2,4,9,4,42,"Gris",9999,6,1,"Petén"
"299",2365,2366,2015,"Agosto",1,"Sabado",18,4,3,17,1705,2,99,"Hombre",55,1,10,10,12,9,4,49,"Rojo",9999,6,1,"Petén"
"300",2368,2369,2015,"Agosto",1,"Sabado",20,4,3,4,403,2,99,"Hombre",32,1,5,5,7,2,4,24,"Negro",9999,6,1,"Chimaltenango"
"301",2372,2373,2015,"Agosto",2,"Domingo",10,2,1,1,101,1,5,"Hombre",34,1,5,5,7,9,4,2,"Negro",2008,4,1,"Guatemala"
"302",2373,2374,2015,"Agosto",2,"Domingo",9,2,1,1,101,1,5,"Hombre",22,1,3,3,5,9,4,42,"Negro",9999,6,1,"Guatemala"
"303",2402,2403,2015,"Agosto",4,"Martes",13,3,2,15,1501,2,99,"Mujer",26,1,4,4,6,1,4,42,"Negro",2011,5,2,"Baja Verapaz"
"304",2408,2409,2015,"Agosto",5,"Miercoles",18,4,3,10,1001,2,99,"Hombre",28,1,4,4,6,1,4,2,"Negro",2013,5,3,"Suchitepéquez"
"305",2414,2415,2015,"Agosto",6,"Jueves",20,4,3,21,2103,2,99,"Hombre",28,1,4,4,6,9,4,2,"Rojo",9999,6,1,"Jalapa"
"306",2415,2416,2015,"Agosto",6,"Jueves",18,4,3,19,1903,2,99,"Hombre",28,1,4,4,6,9,4,24,"Gris",9999,6,2,"Zacapa"
"307",2423,2424,2015,"Agosto",7,"Viernes",3,1,1,1,101,1,17,"Hombre",41,1,7,7,9,9,4,21,"Negro",9999,6,1,"Guatemala"
"308",2429,2430,2015,"Agosto",7,"Viernes",22,4,3,14,1401,2,99,"Hombre",28,1,4,4,6,9,4,99,"Blanco",9999,6,1,"Quiché"
"309",2446,2447,2015,"Agosto",9,"Domingo",13,3,2,1,101,1,10,"Hombre",31,1,5,5,7,9,4,21,"Negro",9999,6,1,"Guatemala"
"310",2447,2448,2015,"Agosto",9,"Domingo",6,2,1,1,101,1,15,"Hombre",30,1,5,5,7,1,4,42,"Rojo",9999,6,1,"Guatemala"
"311",2449,2450,2015,"Agosto",9,"Domingo",6,2,1,1,101,1,21,"Hombre",19,1,2,2,4,9,4,99,"Gris",9999,6,3,"Guatemala"
"312",2454,2455,2015,"Agosto",9,"Domingo",17,3,2,21,2101,1,2,"Hombre",23,1,3,3,5,2,4,21,"Rojo",9999,6,1,"Jalapa"
"313",2456,2457,2015,"Agosto",9,"Domingo",10,2,1,17,1712,2,99,"Hombre",14,2,1,1,3,1,4,99,"Azul",9999,6,1,"Petén"
"314",2458,2459,2015,"Agosto",9,"Domingo",2,1,1,7,710,2,99,"Hombre",25,1,4,4,6,1,4,99,"Negro",9999,6,4,"Sololá"
"315",2461,2462,2015,"Agosto",9,"Domingo",23,4,3,4,411,2,99,"Hombre",20,1,3,3,5,2,4,2,"Negro",9999,6,2,"Chimaltenango"
"316",2463,2464,2015,"Agosto",10,"Lunes",15,3,2,1,101,1,15,"Hombre",26,1,4,4,6,9,4,42,"Rojo",9999,6,2,"Guatemala"
"317",2464,2465,2015,"Agosto",10,"Lunes",13,3,2,1,101,1,11,"Hombre",31,1,5,5,7,9,4,42,"Azul",9999,6,1,"Guatemala"
"318",2475,2476,2015,"Agosto",10,"Lunes",14,3,2,18,1801,2,99,"Mujer",21,1,3,3,5,1,4,21,"Rojo",2014,5,1,"Izabal"
"319",2478,2479,2015,"Agosto",11,"Martes",4,1,1,5,501,1,1,"Hombre",23,1,3,3,5,9,4,2,"Negro",9999,6,1,"Escuintla"
"320",2490,2491,2015,"Agosto",12,"Miercoles",10,2,1,5,503,2,99,"Hombre",22,1,3,3,5,1,4,42,"Negro",9999,6,1,"Escuintla"
"321",2492,2493,2015,"Agosto",12,"Miercoles",22,4,3,5,504,2,99,"Hombre",32,1,5,5,7,1,4,31,"Negro",9999,6,1,"Escuintla"
"322",2510,2511,2015,"Agosto",13,"Jueves",12,3,2,14,1416,2,99,"Hombre",25,1,4,4,6,1,4,21,"Negro",9999,6,1,"Quiché"
"323",2541,2542,2015,"Agosto",16,"Domingo",7,2,1,1,101,1,11,"Hombre",44,1,7,7,9,1,4,42,"Rojo",9999,6,1,"Guatemala"
"324",2560,2561,2015,"Agosto",17,"Lunes",9,2,1,1,110,2,99,"Hombre",26,1,4,4,6,1,4,61,"Negro",2014,5,1,"Guatemala"
"325",2565,2566,2015,"Agosto",17,"Lunes",2,1,1,16,1610,2,99,"Hombre",24,1,3,3,5,2,4,42,"Negro",9999,6,4,"Alta Verapaz"
"326",2575,2576,2015,"Agosto",18,"Martes",16,3,2,18,1801,2,99,"Hombre",38,1,6,6,8,1,4,21,"Azul",2003,4,1,"Izabal"
"327",2576,2577,2015,"Agosto",18,"Martes",20,4,3,17,1712,2,99,"Hombre",19,1,2,2,4,1,4,42,"Negro",2015,5,1,"Petén"
